Medicine,Condition,Reviews,Ratings,Date,Useful Count
Efudex,  Keratosis," I tried the Traumeel another user suggested.  It did nothing to help with the pain.  The only relief I have found so far is Tylenol, Extra Strength and Aquaphor once everything has been pulled to the surface.  Of course keeping the affected areas uncovered is a huge help.  I sleep on a beach towel over my sheets so the shedding and peeling are ""contained"".  It's the only way I don't itch throughout the night and even if I do, the roughness of the towel helps to get it off the skin.  Hope this helps. ”",10,"November 8, 2009",135
Efudex,  Keratosis," I ended up in the hospital with a very serious allergic reaction to Efudex. Started with nausea and diarrhea, went into hives, swelling in my lips, mouth, all over my body. I have been out of the hospital for a week my voice is still hoarse, I still have a rash not feeling well at all. I'm on Prednisone to counteract the allergic reaction.”",1,"November 3, 2009",110
Efudex,  Keratosis, Efudex works great but is very painful and itchy after about two weeks. I tried many creams to relieve the symptoms between applications of the Efudex. One cream that REALLY helped was Traumeel. What a sanity saver. Just thought I would pass this on for others to get some relief. I hope it can help you too.”,10,"July 12, 2009",165
Efudex,  Keratosis," Efudex works great to eliminate actinic keratosis. I have used it before and unfortunately am using it again. It becomes VERY unsightly.. blotchy, swollen, very painful, etc, but it works.”",9,"February 12, 2009",177
Efudex,  Skin Cancer," This product works very well to eliminate skin cancers.
It becomes quite irritating after a few days, and very irritating at about 10 days, but it gets rid of the skin cancer in a couple of weeks.”",9,"September 25, 2008",212
Efudex,  Skin Cancer," Used years ago my arms and it was successful for a time, after healing. But arms look like they once did. Red hair and freckles growing up in az before sunblock was used!! Now using on forehead. It's miserable I hope it works. All I can say is take it one day at at time. Keep battling.”",5,"March 20, 2015",49
Efudex,  Basal Cell Carcinoma, This is my second time around. I am on Day 10 of a 14-day regime; then steroid cream for another 14 days. I am in excuciating pain and I look horrific. I know it's a good thing but it is so painful. I wanted to write here to help encourage others; I found this site because I needed encouragement. I use a dish towel with fringe to flap against my face and that's the only relief I get. I forget how awful I look until I catch myself in a mirror.”,10,"January 3, 2015",130
Efudex,  Skin Cancer," Before I started with Efudex I googled pictures and reviews, on seeing the pictures I decided to do one part of my face at a time, lip first and now I've just done 2 weeks on the right side of my face and I'm glad I did especially because I work in retail and the pain of feeling like you have cold sores all over your face, thank God for makeup is all I can say. I will do my right side once my left has healed and then my forehead followed by a micro dermabrasion. I think this product is amazing and the way it keeps working after you stop applying. Those who did your whole face all at once I take my hat off to you.”",10,"November 14, 2014",95
Efudex,  Keratosis," Flouroracil 5% used on lower lip vermillion border for over a year.  Two biopsies confirmed actinic keratosis.  After application once a day for 4 days, lip would swell and ulcerate, then heal over 5 days.....lesion would return on day 6.  Repeated this over and over for one year.  Now going to participate in a study for Solaraze Gel.  Will report findings in three months.”",,"August 14, 2014",61
Efudex,  Skin Cancer," Im treating slightly raised warts which only partially respond to tea tree oil, EGCG cream, tazarotene and many herbal ointment containing thuja plus etc essential oils. To those wanting to use Efudex, there are articles stating 1% /0.5% are better tolerated, compared with 5%. But Carac is magnitude more expensive. I guess the lower % is less irritating as normal cells are not absorbing as much. If you have deep growth, 5FU may cause significant inflammation/edema that may be excruciatingly painful .I found using oral Serrapeptase 120k Ux2(empty stomach) helps a lot in terms of managing inflammation and pain. It seems the warts are responding dramatically”",,"February 5, 2014",41
Efudex,  Skin Cancer," Age 66 - spent many years at sea and as you can imagine my facial skin was a mess. Doctor put me on Ufedix (how it is called here) two weeks ago and the results are amazing. Of course it is not a pretty sight and sleeping is a bit difficult, the reaction was clearly pictured in the brochure that I was given at the clinic - but it does not truly describe the actual sensations associated with the inflamation. A little concerned I browsed for reviews and found this sight - after reading the experiences of other users I feel much releaved - thanks to all for sharing their experiences, now I am looking forward to seeing the end result. Stay safe and keep well. Thank you.”",,"May 4, 2013",187
Efudex,  Keratosis," Used the product on my face for 6 weeks twice a day for two days every week. Depending on the extent of sun damage, the effects are dramatic and nasty looking. After the 2nd week the treated area looks like a bad sun burn, it itches, peels, weeps, bleeds and burns. But the results after stopping for 3-4 weeks are very good.”",8,"March 5, 2013",162
Efudex,  Keratosis, Be careful not to exceed time period recommended otherwise there will be extreme redness and pain.  On the whole it seems to work but I have still got red skin after a few days without using it.  Doctor recommended following with Eumovate but I'm not too happy with results.”,,"August 2, 2012",68
Efudex,  Skin Cancer," Efudex successfully combated skin abnormalities that my doctor had cancer concerns about. I used Efudex for ten days and then stopped because of blistering; they were small, but covered my face. It's been almost two months after my treatment and I still have an unsightly, coarse rash. The steriod cream I used five days afterwards eased the appearance of the rash, but because of concerns over skin thinning, I could not continue with the cream.”",5,"February 6, 2011",78
